,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
10,1975,Chainlink,LINK,chainlink,1922,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'substrate', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america']",,638099970.4527867,1000000000.0,False,,11,,,,2025-01-30T09:27:00.000Z,24.53413129475461,787432906.4083451,40.4618,0.93206955,5.94690468,0.79263129,18.38950699,31.38529819,116.87152289,15655228454.267704,0.4391,24534131294.75,,2025-01-30T09:27:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-01-30 10:27:48.514679
11,5805,Avalanche,AVAX,avalanche,855,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonbeam-ecosystem', 'real-world-assets', 'layer-1', 'zksync-era-ecosystem', 'klaytn-ecosystem', 'made-in-america']",715748719.0,411677864.6881706,450014164.6881706,False,,12,,,,2025-01-30T09:27:00.000Z,33.7961985819304,397364886.4525718,15.2438,0.62315713,1.70317577,-4.30941825,-6.384696,-23.51591398,36.20126765,13913146866.786486,0.3901,24189585842.09,,2025-01-30T09:27:00.000Z,,,,,,2025-01-30 10:27:48.514679
12,20947,Sui,SUI,sui,544,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america']",10000000000.0,3009569341.533888,10000000000.0,False,,13,3009569341.533888,12518240420.239107,,2025-01-30T09:27:00.000Z,4.159478981753227,1573470728.2574077,74.3744,2.11430307,11.91011057,-4.80593254,-2.68952471,21.75814558,115.11393392,12518240420.239107,0.3511,41594789817.53,,2025-01-30T09:27:00.000Z,,,,,,2025-01-30 10:27:48.514679
13,512,Stellar,XLM,stellar,667,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', '2017-2018-alt-season', 'made-in-america']",50001806812.0,30539154459.100193,50001786894.45115,False,,14,,,,2025-01-30T09:27:00.000Z,0.40180538602011495,342548439.2785668,-5.7141,0.20102831,1.28810472,-4.314309,20.8292115,-21.05293024,337.00964148,12270796746.166668,0.3442,20090995287.8,,2025-01-30T09:27:00.000Z,,,,,,2025-01-30 10:27:48.514679
14,4642,Hedera,HBAR,hedera,310,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'defi', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'real-world-assets', 'layer-1', 'made-in-america']",50000000000.0,38267523178.73604,50000000000.0,False,,15,,,,2025-01-30T09:26:00.000Z,0.3153375164255734,448347215.34437406,7.5607,0.46394113,2.86318223,-2.25346373,15.18410767,60.46306494,586.64927872,12067185718.940685,0.3384,15766875821.28,,2025-01-30T09:26:00.000Z,,,,,,2025-01-30 10:27:48.514679
0,1,Bitcoin,BTC,bitcoin,11884,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season']",21000000.0,19817103.0,19817103.0,False,,1,,,,2025-01-30T09:28:00.000Z,105216.31873838884,52605756279.24729,23.3207,0.02709955,2.78433791,2.94328304,12.04678277,8.54562946,51.69466687,2085082625719.4817,58.4728,2209542693506.17,,2025-01-30T09:28:00.000Z,,,,,,2025-01-30 10:28:48.853283
1,1027,Ethereum,ETH,ethereum,9902,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'heco-ecosystem', 'binance-labs-portfolio', 'solana-ecosystem', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'tezos-ecosystem', 'near-protocol-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'osmosis-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'zksync-era-ecosystem', 'viction-ecosystem', 'klaytn-ecosystem', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'starknet-ecosystem']",,120516309.23334093,120516309.23334093,True,,2,,,,2025-01-30T09:27:00.000Z,3207.304502181374,24680103180.897545,23.5052,0.49062562,2.52865235,-0.20532263,-5.26497417,-13.22470382,28.20320743,386532501190.3771,10.8412,386532501190.38,,2025-01-30T09:27:00.000Z,,,,,,2025-01-30 10:28:48.853283
2,52,XRP,XRP,xrp,1519,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america']",100000000000.0,57641211234.0,99986586496.0,False,,3,,,,2025-01-30T09:27:00.000Z,3.106486040942449,6895992588.657157,-15.7319,-0.07271033,0.72357482,-0.1050414,49.83946626,61.34226205,496.69469586,179061618081.43607,5.0222,310648604094.24,,2025-01-30T09:27:00.000Z,,,,,,2025-01-30 10:28:48.853283
3,825,Tether USDt,USDT,tether,115087,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'heco-ecosystem', 'algorand-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'tezos-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'zilliqa-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'xdc-ecosystem', 'everscale-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'klaytn-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'rsk-rbtc-ecosystem', 'telos-ecosystem', 'boba-network-ecosystem', 'fusion-network-ecosystem', 'hoo-smart-chain-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'cube-network-ecosystem', 'thundercore-ecosystem', 'redlight-chain-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'eos-evm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'manta-pacific-ecosystem', 'scroll-ecosystem', 'x-layer-ecosystem']",,139405758247.31223,142572893912.0284,True,,4,,,,2025-01-30T09:28:00.000Z,1.0000385218916092,100737939423.69484,17.0915,-0.01811171,0.04634783,0.05351802,0.15687217,-0.04647186,0.10226745,139411128420.82114,3.909,142578386089.59,,2025-01-30T09:28:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-01-30 10:28:48.853283
4,5426,Solana,SOL,solana,834,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america']",,486742946.24498326,593004890.6835657,True,,5,,,,2025-01-30T09:27:00.000Z,240.88305216113994,6345049544.763541,42.0678,0.60944066,3.61884666,-2.86239829,25.00062548,1.47419643,45.09818849,117248126509.39723,3.2874,142844828014.34,,2025-01-30T09:27:00.000Z,,,,,,2025-01-30 10:28:48.853283
5,1839,BNB,BNB,bnb,2345,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'ethereum-ecosystem', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,142480756.82999998,142480756.82999998,False,,6,,,,2025-01-30T09:27:00.000Z,678.3908329775452,1637347893.130259,-7.4211,0.17307245,1.18684922,-1.22976958,-3.5040542,3.44226983,17.54923684,96657639309.17474,2.7101,96657639309.17,,2025-01-30T09:27:00.000Z,,,,,,2025-01-30 10:28:48.853283
6,3408,USDC,USDC,usd-coin,25278,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'wanchain-ecosystem', 'coinbase-ventures-portfolio', 'algorand-ecosystem', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'everscale-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'base-ecosystem', 'sei-ecosystem', 'multiversx-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'telos-ecosystem', 'ronin-ecosystem', 'boba-network-ecosystem', 'kava-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'elastos-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'evmos-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'thundercore-ecosystem', 'tomb-chain-ecosystem', 'wemix-ecosystem', 'sx-network-ecosystem', 'godwoken-ecosystem', 'energi-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'scroll-ecosystem', 'shido-network-ecosystem', 'made-in-america']",,52665172618.91838,52665172618.91838,False,,7,,,,2025-01-30T09:27:00.000Z,1.000010059587677,9934726175.165905,23.4372,-0.02032255,0.0093082,-0.0069188,0.00056992,-0.00527223,0.01173084,52665702408.83987,1.4771,52665702408.84,,2025-01-30T09:27:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-01-30 10:28:48.853283
7,74,Dogecoin,DOGE,dogecoin,1158,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain-ecosystem', 'ftx-bankruptcy-estate', 'made-in-america']",,147835636383.7052,147835636383.7052,True,,8,,,,2025-01-30T09:28:00.000Z,0.3320484221551887,1925880736.5343366,1.1795,0.48200151,1.44206835,-5.56437989,4.53319287,-22.27164698,109.61356216,49088589799.51752,1.3764,49088589799.52,,2025-01-30T09:28:00.000Z,,,,,,2025-01-30 10:28:48.853283
8,2010,Cardano,ADA,cardano,1453,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america']",45000000000.0,35185844017.05827,44995198033.24976,False,,9,,,,2025-01-30T09:28:00.000Z,0.9628405425131413,806641031.1882728,8.9878,0.37592462,3.74446344,-0.0747077,12.06525703,-10.01095211,178.34641658,33878357142.167156,0.9501,43327824413.09,,2025-01-30T09:28:00.000Z,,,,,,2025-01-30 10:28:48.853283
9,1958,TRON,TRX,tron,1113,2017-09-13T00:00:00.000Z,"['media', 'payments', 'ethereum-ecosystem', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem']",,86128936721.07448,86128944210.4792,True,,10,,,,2025-01-30T09:27:00.000Z,0.24745527562368502,661899569.980715,27.008,0.68666387,2.19575682,-0.22140545,-2.75790488,18.9505088,48.12246106,21313059775.48841,0.5978,21313061628.78,,2025-01-30T09:27:00.000Z,,,,,,2025-01-30 10:28:48.853283
10,1975,Chainlink,LINK,chainlink,1922,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'substrate', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america']",,638099970.4527867,1000000000.0,False,,11,,,,2025-01-30T09:27:00.000Z,24.53413129475461,787432906.4083451,40.4618,0.93206955,5.94690468,0.79263129,18.38950699,31.38529819,116.87152289,15655228454.267704,0.4391,24534131294.75,,2025-01-30T09:27:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-01-30 10:28:48.853283
11,5805,Avalanche,AVAX,avalanche,855,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonbeam-ecosystem', 'real-world-assets', 'layer-1', 'zksync-era-ecosystem', 'klaytn-ecosystem', 'made-in-america']",715748719.0,411677864.6881706,450014164.6881706,False,,12,,,,2025-01-30T09:27:00.000Z,33.7961985819304,397364886.4525718,15.2438,0.62315713,1.70317577,-4.30941825,-6.384696,-23.51591398,36.20126765,13913146866.786486,0.3901,24189585842.09,,2025-01-30T09:27:00.000Z,,,,,,2025-01-30 10:28:48.853283
12,20947,Sui,SUI,sui,544,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america']",10000000000.0,3009569341.533888,10000000000.0,False,,13,3009569341.533888,12518240420.239107,,2025-01-30T09:27:00.000Z,4.159478981753227,1573470728.2574077,74.3744,2.11430307,11.91011057,-4.80593254,-2.68952471,21.75814558,115.11393392,12518240420.239107,0.3511,41594789817.53,,2025-01-30T09:27:00.000Z,,,,,,2025-01-30 10:28:48.853283
13,512,Stellar,XLM,stellar,667,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', '2017-2018-alt-season', 'made-in-america']",50001806812.0,30539154459.100193,50001786894.45115,False,,14,,,,2025-01-30T09:27:00.000Z,0.40180538602011495,342548439.2785668,-5.7141,0.20102831,1.28810472,-4.314309,20.8292115,-21.05293024,337.00964148,12270796746.166668,0.3442,20090995287.8,,2025-01-30T09:27:00.000Z,,,,,,2025-01-30 10:28:48.853283
14,4642,Hedera,HBAR,hedera,310,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'defi', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'real-world-assets', 'layer-1', 'made-in-america']",50000000000.0,38267523178.73604,50000000000.0,False,,15,,,,2025-01-30T09:28:00.000Z,0.3156789814899357,448456777.303184,7.6684,0.67387112,3.20100873,-1.9680518,15.23269719,61.57828447,587.02797925,12080252741.205898,0.3388,15783949074.5,,2025-01-30T09:28:00.000Z,,,,,,2025-01-30 10:28:48.853283
0,1,Bitcoin,BTC,bitcoin,11888,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season']",21000000.0,19819059.0,19819059.0,False,,1,,,,2025-02-03T10:43:00.000Z,95365.68028512753,102248423122.01357,177.4792,-0.34366914,-4.07426024,-3.43543125,-2.49226179,-7.03568163,38.81728127,1890058044146.0793,60.5398,2002679285987.68,,2025-02-03T10:43:00.000Z,,,,,,2025-02-03 11:44:46.158321
1,1027,Ethereum,ETH,ethereum,9910,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'heco-ecosystem', 'binance-labs-portfolio', 'avalanche-ecosystem', 'solana-ecosystem', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'tezos-ecosystem', 'near-protocol-ecosystem', 'bnb-chain-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'osmosis-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'zksync-era-ecosystem', 'viction-ecosystem', 'klaytn-ecosystem', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'starknet-ecosystem']",,120524819.26681878,120524819.26681878,True,,2,,,,2025-02-03T10:43:00.000Z,2600.2482038343082,86000732719.12146,269.8732,0.32988158,-16.09505465,-14.64797521,-27.44879691,-33.88874312,6.74182657,313394444816.0001,10.0399,313394444816.0,,2025-02-03T10:43:00.000Z,,,,,,2025-02-03 11:44:46.158321
2,825,Tether USDt,USDT,tether,115409,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'heco-ecosystem', 'algorand-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'terra-ecosystem', 'tezos-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'zilliqa-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'cronos-ecosystem', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'xdc-ecosystem', 'everscale-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'klaytn-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'rsk-rbtc-ecosystem', 'telos-ecosystem', 'boba-network-ecosystem', 'fusion-network-ecosystem', 'hoo-smart-chain-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'cube-network-ecosystem', 'thundercore-ecosystem', 'redlight-chain-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'eos-evm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'manta-pacific-ecosystem', 'scroll-ecosystem', 'x-layer-ecosystem']",,139399246306.5365,142572893900.9342,True,,3,,,,2025-02-03T10:43:00.000Z,1.0014679793941257,267922439077.74927,202.7142,0.03118494,0.16790396,0.13020369,0.18700036,0.06963077,0.18981197,139603881527.67114,4.4724,142782187971.34,,2025-02-03T10:43:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-02-03 11:44:46.158321
3,52,XRP,XRP,xrp,1521,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'bnb-chain-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america']",100000000000.0,57703732191.0,99986541057.0,False,,4,,,,2025-02-03T10:43:00.000Z,2.409847448046007,34422243143.239525,443.2531,1.07236212,-15.76980062,-12.74507438,-1.23389714,1.11754596,371.40936798,139057191763.21158,4.4541,240984744804.6,,2025-02-03T10:43:00.000Z,,,,,,2025-02-03 11:44:46.158321
4,5426,Solana,SOL,solana,835,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america']",,486964880.4902629,593258740.1189648,True,,5,,,,2025-02-03T10:43:00.000Z,199.85479220962114,14459123011.71793,195.8584,2.75624852,-5.66168761,-10.1562874,-7.26029411,-15.9309375,23.82116384,97322265003.76448,3.1173,118565602233.02,,2025-02-03T10:43:00.000Z,,,,,,2025-02-03 11:44:46.158321
5,1839,BNB,BNB,bnb,2347,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'ethereum-ecosystem', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,142480503.91,142480503.91,False,,6,,,,2025-02-03T10:43:00.000Z,580.7862815553974,3893068469.5937366,136.2733,1.01627238,-11.42558881,-10.20523965,-18.6501607,-20.81338924,3.98964512,82750722060.02815,2.651,82750722060.03,,2025-02-03T10:43:00.000Z,,,,,,2025-02-03 11:44:46.158321
